gID,gName,rDate,rAge,price,dlcCount
7061,Moonbase 332,2015-09-18,0,4.99,0
7062,GooCubelets,2015-09-01,0,3.99,0
7063,Nulldrifters,2015-12-14,0,1.99,0
7064,Behind You,2016-06-18,0,16.99,0
7065,Run Run And Die,2015-09-11,0,3.99,0
7066,Hyperspace Invaders II: Pixel Edition,2015-09-04,0,4.99,0
7067,Urizen Shadows of the Cold,2015-08-31,0,1.99,0
7068,Romance of the Three Kingdoms Maker,2015-12-09,0,9.99,11
7069,Hylics,2015-10-02,0,2.99,0
7070,Meridian: Age of Invention,2015-09-30,0,2.99,0
7071,A Wise Use of Time,2015-09-04,0,3.99,0
7072,BattleQuiz,2015-09-03,0,2.99,0
7073,Super Bomb Rush!,2016-02-02,0,7.99,1
7074,Let's Sing 2016,2016-01-21,0,24.99,0
7075,Zxill: A Legend of Time,2015-09-04,0,6.99,0
7076,Car Mechanic Manager,2015-09-23,0,4.99,0
7077,Carnivore Land,2016-03-09,0,7.99,0
7078,Arcane Sorcery,2015-09-15,0,6.99,0
7079,No Time To Live,2015-09-30,0,1.99,0
7080,Mystery Expedition: Prisoners of Ice,2015-11-09,0,6.99,0
7081,Abandoned: Chestnut Lodge Asylum,2015-09-24,0,6.99,0
7082,Invasion,2015-09-18,0,1.99,0
7083,Woof Blaster,2015-09-22,0,0,0
7084,Little Big Adventure 2,2015-10-20,0,3.99,0
7085,Colony Assault,2015-12-15,0,2.99,0
7086,Protoshift,2016-01-15,0,0.99,1
7087,Highschool Romance,2015-11-18,15,9.99,0
7088,Reigning Cats,2015-08-28,0,4.99,0
7089,Ace of Protectors,2016-06-27,0,1.99,0
7090,Shapes of Gray,2015-09-23,0,6.99,0
7091,Evochron Legacy,2016-01-18,0,24.99,0
7092,Euclidean,2015-09-25,0,4.99,0
7093,BlackShadows,2015-09-11,0,2.99,0
7094,eMedia Interactive Rock Guitar,2016-03-07,0,29.99,0
7095,Moonstrider,2015-09-30,0,11.99,0
7096,Eyestorm,2016-08-26,0,6.99,0
7097,Absent,2015-08-31,0,0,0
7098,Mooch,2015-09-07,0,4.99,0
7099,Louie Cooks,2015-11-10,0,4.99,0
7100,Ghost Cleaner,2015-11-05,0,5.99,0
7101,Living Legends: The Frozen Fear Collection,2015-10-13,0,19.99,0
7102,Twisted Lands Trilogy Collector's Edition,2015-10-28,0,19.99,0
7103,Bowl Bound College Football,2015-09-03,0,19.99,0
7104,Shadow Heroes: Vengeance In Flames,2016-05-20,0,9.99,0
7105,Ace of Words,2016-05-13,0,4.99,0
7106,Timberman,2015-09-18,0,0.99,0
7107,Goggles - World of Vaporia,2015-10-09,0,7.99,1
7108,War of Beach,2015-10-15,0,0,0
7109,Epistory - Typing Chronicles,2016-03-30,0,14.99,1
7110,Zombie Gotchi,2016-03-23,0,9.99,0
7111,Fjall,2015-09-07,0,2.99,0
7112,Tisnart Tiles,2015-08-31,0,5.99,0
7113,MacGuffin,2016-02-18,0,2.99,0
7114,Respawn Man,2015-12-21,0,4.99,0
7115,Hoven the Sages Spinel,2015-08-31,0,2.99,0
7116,Fasaria World Online,2015-02-22,0,9.99,2
7117,Without Within 2,2015-11-09,0,4.99,2
7118,Porradaria Upgrade,2015-09-30,0,4.99,0
7119,Legends of Solitaire: Curse of the Dragons,2015-09-28,0,8.99,0
7120,Dragon's Wake,2015-12-10,0,3.99,1
7121,It's time to get out from the solar system,2015-09-01,0,3.99,0
7122,Spheroid,2015-08-31,0,1.99,0
7123,Prospekt,2016-02-18,0,9.99,0
7124,Massive Cleavage vs Zombies: Awesome Edition,2016-07-08,0,4.99,0
7125,Straima,2015-09-25,0,6.99,0
7126,Actua Golf 3,2015-08-31,0,4.99,0
7127,Kitchen Simulator 2015,2015-09-02,0,0.99,0
7128,XNemesis SandBox,2016-06-07,0,4.99,0
7129,Alice's Mom's Rescue,2015-09-03,0,1.99,0
7130,Quick Slick Deadly,2015-09-21,0,1.99,0
7131,The Prism,2015-09-03,0,5.99,0
7132,Tinboy,2015-08-31,0,0.99,0
7133,Comedy Quest,2015-09-02,0,0,0
7134,Hyspherical 2,2016-02-16,0,3.99,0
7135,Nuclear Shot,2015-09-07,0,0.99,0
7136,I and Me,2016-05-04,0,9.99,1
7137,Flamebreak,2015-10-16,0,9.99,0
7138,Battle Battalions,2015-11-03,0,0,3
7139,Game Corp DX,2015-10-02,0,2.99,0
7140,Expand,2015-09-30,0,5.99,1
7141,Destiny Warriors,2015-09-11,0,2.99,0
7142,Kopanito All-Stars Soccer,2015-09-17,0,11.99,0
7143,Amos From Outer Space,2015-10-06,0,6.99,0
7144,The Secret Order 2: Masked Intent,2015-11-05,0,9.99,0
7145,Mad Snowboarding,2015-09-08,0,8.99,0
7146,Ookibloks,2015-10-08,0,4.99,0
7147,Blowy Fish,2015-09-25,0,1.99,0
7148,Atari Vault,2016-03-24,0,19.99,0
7149,Cloney,2016-01-19,0,0,0
7150,ShareX,2015-10-02,0,0,3
7151,Else Heart.Break(),2015-09-24,0,24.99,0
7152,Freedom Poopie,2015-10-16,0,0,1
7153,Concrete Jungle,2015-09-23,0,12.99,0
7154,The Incredible Adventures of Van Helsing: Final Cut,2015-11-06,0,44.99,1
7155,Okhlos,2016-08-18,0,12.99,3
7156,The Mystery of a Lost Planet,2015-12-17,0,4.99,0
7157,Bass Blocks,2015-09-15,0,4.99,0
7158,StarForce: 2193,2016-08-16,0,0.99,0
7159,The Deer,2016-03-28,0,0.99,0
7160,Heaven Island - VR MMO,2015-12-23,0,0.99,1
7161,Adam's Venture Origins,2016-04-01,0,39.99,1
7162,Normality,2015-10-09,0,5.99,0
7163,Tactical Soccer The New Season,2015-11-20,0,9.99,0
7164,OASE - Other Age Second Encounter,2015-09-30,0,19.99,0
7165,NeuroVoider,2016-08-31,0,13.99,1
7166,The Seven Years War (1756-1763),2015-10-30,0,19.99,1
7167,MadOut Ice Storm,2015-09-07,0,6.99,0
7168,FINAL TAKE,2016-06-16,0,1.99,0
7169,WeaponizedChess,2016-07-29,0,19.99,0
7170,WarpBall,2017-02-09,0,0,0
7171,Black Closet,2015-09-16,0,19.99,0
7172,Wuppo,2016-09-29,0,0,0
7173,eMedia Guitar Method,2016-03-07,0,49.99,0
7174,Reverse Crawl,2015-09-24,0,5.99,0
7175,Bleeding Blocks,2015-09-15,0,1.99,0
7176,VERGE:Lost chapter,2015-10-01,0,1.99,0
7177,ZenBlade,2016-04-29,0,14.99,0
7178,The Juicer,2015-09-11,0,0.99,1
7179,MXGP2 - The Official Motocross Videogame,2016-04-07,0,49.99,4
7180,Ultimate Rock Crawler,2016-01-25,0,4.99,0
7181,Rabi-Ribi,2016-01-28,0,17.99,2
7182,MODO indie 10.0,2015-09-24,0,14.99,1
7183,Anode,2015-10-05,0,3.99,0
7184,Birth of Shadows,2015-11-05,0,4.99,0
7185,Dinosaur Hunt,2015-09-17,0,0.99,10
7186,Invisible Apartment 2,2015-09-24,0,7.99,0
7187,Puzzle Sages,2016-01-18,0,1.99,0
7188,Nubs' Adventure,2015-10-12,0,6.99,0
7189,Nusakana,2015-11-19,0,11.99,1
7190,Akuatica,2015-11-27,0,6.99,0
7191,The Aquatic Adventure of the Last Human,2016-01-19,0,9.99,1
7192,Match 3 Revolution,2015-09-11,0,2.99,0
7193,Lavapools,2016-05-04,0,4.99,0
7194,Legena: Union Tides,2015-10-08,0,3.99,0
7195,Broadside,2015-09-18,0,4.99,0
7196,POSTAL Redux,2016-05-20,0,8.99,0
7197,Life in Bunker,2016-02-25,0,15.99,1
7198,Driveby Gangster,2015-09-10,0,3.99,0
7199,Poi,2015-11-06,0,14.99,0
7200,FATED: The Silent Oath,2016-04-28,0,19.99,0
7201,ChargeShot,2015-09-18,0,9.99,0
7202,ARSLAN: THE WARRIORS OF LEGEND,2016-02-09,0,59.99,12
7203,The Room of Black & White,2015-12-18,0,4.99,1
7204,The Park,2015-10-27,0,12.99,0
7205,Zenohell,2015-10-14,0,9.99,0
7206,The Guest,2016-03-10,0,9.99,1
7207,Californium,2016-02-17,0,9.99,0
7208,Deathstate,2015-10-19,0,14.99,1
7209,String Theory,2016-02-17,0,8.99,1
7210,Star Command Galaxies,2015-09-17,0,14.99,0
7211,Puzzle Ball,2015-10-01,0,2.99,0
7212,Sakura Swim Club,2015-09-11,17,9.99,0
7213,Gamer Simulator,2015-09-22,0,0.99,0
7214,Airport Madness: Time Machine,2015-09-18,0,6.99,0
7215,Lift It,2015-09-29,0,4.99,0
7216,Dead Secret,2016-03-28,0,14.99,0
7217,SNIPER BLACKLIST,2016-08-11,0,9.99,0
7218,Dungeon Manager ZV,2015-10-16,0,9.99,0
7219,Overfall,2016-05-17,0,14.99,1
7220,Press X to Not Die,2015-10-09,0,2.99,2
7221,Blue Rider,2016-03-03,0,12.99,1
7222,Hyperdrive Massacre,2015-10-12,0,9.99,0
7223,Out of the Park Baseball 17,2016-03-22,0,39.99,0
7224,Linkrealms,2016-05-19,0,19.99,0
7225,The Last Door: Season 2 - Collector's Edition,2016-03-29,0,9.99,1
7226,Tabletopia,2016-03-28,0,9.99,0
7227,Atlas Reactor,2016-05-12,0,0,0
7228,Double Fine Adventure!: A Promise of Infinite Possibility,2016-08-05,0,0,0
7229,Double Fine Adventure!: Codename: Reds,2016-08-05,0,0,0
7230,Double Fine Adventure!: Walking Around In Our Drawings,2016-08-05,0,0,0
7231,Double Fine Adventure!: That Bagel Filter Thing,2016-08-05,0,0,0
7232,Double Fine Adventure!: We'll Handle It,2016-08-05,0,0,0
7233,Double Fine Adventure!: Adventure Games Are Not Dead,2016-08-05,0,0,0
7234,Double Fine Adventure!: Broken Age,2016-08-05,0,0,0
7235,Double Fine Adventure!: Part One of Something Great,2016-08-05,0,0,0
7236,Double Fine Adventure!: Ship It,2016-08-05,0,0,0
7237,Double Fine Adventure!: A Whole Different Game Experience,2016-08-05,0,0,0
7238,Double Fine Adventure!: Crash Landing a Plane,2016-08-05,0,0,0
7239,Double Fine Adventure!: I Think This is a Winner,2016-08-05,0,0,0
7240,Double Fine Adventure!: Evergreen Games,2016-08-05,0,0,0
7241,Double Fine Adventure!: This Time it's Just for Love,2016-08-05,0,0,0
7242,Double Fine Adventure!: Deadline for Tim,2016-08-05,0,0,0
7243,Double Fine Adventure!: Constipation and Defcon 4,2016-08-05,0,0,0
7244,Double Fine Adventure!: Last Call,2016-08-05,0,0,0
7245,Double Fine Adventure!: We Did Our Job,2016-08-05,0,0,0
7246,Kindred Spirits on the Roof,2016-02-12,18,34.99,0
7247,The Coma,2015-10-19,0,9.99,0
7248,Space Thinger,2015-09-25,0,2.99,0
7249,Giant Machines 2017,2016-09-22,0,0,0
7250,Chunks,2016-04-11,0,19.99,0
7251,Crusaders of the Lost Idols,2015-10-13,0,0,3
7252,Miner Mayhem,2015-09-23,0,0.99,0
7253,Age of Barbarian Extended Cut,2016-06-03,18,12.99,0
7254,Nyctophilia,2015-09-23,0,0,0
7255,Fringes of the Empire,2015-11-16,0,19.99,0
7256,Osteya,2015-11-20,0,0.99,0
7257,The Ultimate Showdown,2015-09-16,0,2.99,0
7258,Driver Booster 3 for STEAM,2015-10-28,0,0,1
7259,Silver Creek Falls - Chapter 2,2015-09-30,0,4.99,1
7260,Rescue Team 2,2015-09-23,0,4.99,0
7261,Rescue Team 3,2015-09-23,0,4.99,0
7262,THE GAME OF LIFE - The Official 2016 Edition,2015-11-03,0,4.99,0
7263,SCRABBLE: The Classic Word Game - Official 2016 Edition,2015-12-18,0,6.99,0
7264,Titan,2015-09-18,0,2.99,0
7265,Draw a Stickman: EPIC 2,2015-11-06,0,4.99,1
7266,Planetbase,2015-10-15,0,19.99,0
7267,Legends of Dawn Reborn,2015-10-20,0,29.99,0
7268,Cloudrift,2015-10-30,0,9.99,0
7269,Burly Men at Sea,2016-09-29,0,0,0
7270,GravBlocks,2015-12-15,0,3.99,1
7271,Undercover Missions: Operation Kursk K-141,2015-12-11,0,9.99,0
7272,ARCADE GAME SERIES: DIG DUG,2016-04-19,0,3.99,0
7273,ARCADE GAME SERIES: Ms. PAC-MAN,2016-04-19,0,3.99,0
7274,ARCADE GAME SERIES: GALAGA,2016-04-19,0,3.99,0
7275,Evil Hazard,2015-09-16,0,2.99,0
7276,SkyScrappers,2015-10-15,0,12.99,0
7277,Lands of Hope Redemption,2015-10-15,0,1.99,0
7278,Fairy Tale Mysteries 2: The Beanstalk,2015-10-08,0,9.99,0
7279,Eaten Alive,2015-09-30,0,0.99,0
7280,Stigmat,2015-09-29,0,4.99,0
7281,Klepto,2016-06-30,0,12.99,0
7282,Omnipresent,2015-09-28,0,11.99,1
7283,Lumber Island - That Special Place,2015-10-01,0,4.99,0
7284,Dexterity Ball 3D,2015-12-07,0,6.99,0
7285,Codename: Rogue Fleet,2016-01-15,0,0,0
7286,Zero Punctuation: Hatfall - Hatters Gonna Hat Edition,2015-11-20,0,4.99,0
7287,GabeN: The Final Decision,2015-09-21,0,0.99,0
7288,Color Symphony 2,2015-10-16,0,9.99,0
7289,The Consuming Shadow,2015-11-20,0,9.99,0
7290,Sky To Fly: Faster Than Wind,2016-03-25,0,3.99,0
7291,ALPAGES : THE FIVE BOOKS,2015-10-23,0,0.99,0
7292,Clergy Splode,2015-09-17,0,0.99,0
7293,Dungelot : Shattered Lands,2016-02-18,0,9.99,0
7294,Conquest of Elysium 4,2015-11-16,0,24.99,0
7295,World Ship Simulator,2015-11-17,0,14.99,0
7296,PresenZ,2016-04-28,0,0,4
7297,Lucky Rabbit Reflex!,2015-10-09,0,19.99,0
7298,Lords of Magic: Special Edition,2015-12-03,0,4.99,0
7299,Black & White Bushido,2015-10-02,0,9.99,0
7300,Murder,2015-10-21,0,2.99,0
7301,STEEL STRIDER,2015-11-12,0,5.99,0
7302,Lovely Weather We're Having,2015-11-10,0,7.99,0
7303,Club Life,2016-04-13,17,12.99,1
7304,All My Gods,2015-10-13,0,3.99,0
7305,Fire & Forget - The Final Assault,2015-10-06,0,2.99,0
7306,Tracks and Turrets,2015-10-23,0,10.99,0
7307,Evil Robot Traffic Jam HD,2016-08-26,0,11.99,0
7308,BADBLOOD,2015-11-13,0,7.99,0
7309,Endless Sky,2015-10-30,0,0,1
7310,Sun Dogs,2015-10-29,0,9.99,0
7311,Melter Man,2015-09-22,0,2.99,0
7312,SC2VN - The eSports Visual Novel,2015-09-22,0,0,0
7313,Heaven's Hope,2016-02-25,0,19.99,0
7314,Dead Acres,2015-11-24,0,4.99,0
7315,Relive,2015-10-15,0,0,0
7316,The Political Machine 2016,2016-02-04,0,9.99,1
7317,One Hundred Ways,2015-10-23,0,9.99,0
7318,Game Tycoon 2,2016-04-08,0,14.99,0
7319,Vicky Saves the Big Dumb World,2015-10-01,0,0.99,0
7320,This Book Is A Dungeon,2015-10-09,0,5.99,0
7321,Curvatron,2016-01-29,0,0.99,1
7322,Carrotting Brain,2015-10-23,0,8.99,0
7323,SUPERFIGHT,2016-07-21,0,9.99,11
7324,Godot Engine,2016-02-23,0,0,0
7325,Escape from Puzzlegate,2015-10-14,0,1.99,0
7326,Ragdoll Runners,2016-07-13,0,4.99,0
7327,DARTHY,2016-02-16,0,0.99,0
7328,Inside Me,2015-09-29,0,9.99,0
7329,U-Boats,2016-01-07,0,4.99,0
7330,Emergency 2016,2015-10-15,0,39.99,0
7331,UTOPIA 9 - A Volatile Vacation,2016-05-05,0,11.99,0
7332,Bitardia,2015-11-20,0,6.99,0
7333,Cold Dreams,2015-10-19,0,2.99,0
7334,Fill Up!,2016-02-17,0,2.99,0
7335,The Worm,2015-09-29,0,4.99,0
7336,123 Slaughter Me Street,2015-09-25,0,7.99,0
7337,Queen Under The Mountain,2015-09-29,0,29.99,0
7338,Sky Break,2015-10-22,0,14.99,0
7339,Ares Omega,2016-03-11,0,4.99,0
7340,Audials One Suite 2016,2015-10-23,0,59.99,0
7341,Dangerous Golf,2016-06-02,0,19.99,0
7342,Veer,2016-04-13,0,2.99,0
7343,Ninja Senki DX,2016-02-23,0,4.99,0
7344,Jet Set Knights,2016-04-07,0,9.99,0
7345,Stone Tales,2015-12-11,0,0.99,0
7346,Flight of the Paladin,2015-10-23,0,1.99,0
7347,Pony Island,2016-01-04,0,4.99,1
7348,Zero Reflex,2015-11-04,0,3.99,1
7349,Combat Core,2016-08-18,0,15.99,0
7350,Audials Moviebox 2016,2015-10-23,0,39.99,1
7351,Audials Tunebite Platinum 2016,2015-10-23,0,49.99,1
7352,Perfect Universe,2016-02-26,0,9.99,0
7353,Robot Squad Simulator 2017,2016-10-06,0,0,0
7354,Alpha Polaris : A Horror Adventure Game,2015-10-21,0,9.99,0
7355,Valzar,2015-12-22,0,9.99,0
7356,Turok: Dinosaur Hunter,2015-12-17,0,19.99,0
7357,Stingray,2014-04-22,0,30,0
7358,Super Ubie Island REMIX,2016-01-15,0,9.99,0
7359,Disgaea PC,2016-02-24,0,19.99,0
7360,Lowglow,2015-12-03,0,7.99,0
7361,Sunken,2016-05-26,0,9.99,0
7362,Flat Kingdom Paper's Cut Edition,2016-04-15,0,7.99,1
7363,Legend of Dungeon: Masters,2015-11-30,0,0,0
7364,Professor Teaches Word 2016,2015-10-08,0,14.99,0
7365,Professor Teaches Access 2016,2015-10-12,0,14.99,0
7366,Professor Teaches Excel 2016,2015-10-07,0,14.99,0
7367,Professor Teaches PowerPoint 2016,2015-10-07,0,14.99,0
7368,Ant War: Domination,2015-10-02,0,2.99,0
7369,Lost Moon,2015-09-28,0,7.99,0
7370,Asdivine Hearts,2016-02-01,0,9.99,0
7371,Astral Breakers,2016-02-04,0,4.99,0
7372,DarkMaus,2016-01-26,0,9.99,1
7373,Refunct,2015-10-16,0,2.99,0
7374,Vortex: The Gateway,2016-03-22,0,19.99,0
7375,Gnomes Vs. Fairies,2016-07-01,0,9.99,0
7376,DesertLand 2115,2015-10-30,0,4.99,0
7377,Twilight Struggle,2016-04-13,0,14.99,0
7378,Lighthockey,2015-10-30,0,1.99,0
7379,Stop Online - Battle of Words,2016-01-15,0,4.99,0
7380,Axes and Arrows,2015-10-08,0,9.99,0
7381,Minigolf VR,2016-03-30,0,19.99,0
7382,Umineko,2016-07-08,0,24.99,0
7383,Ratings War,2015-10-02,0,2.99,0
7384,Impossible Geometry,2016-05-12,0,1.99,0
7385,Roses and Gems,2016-03-18,0,4.99,0
7386,Alekhine's Gun,2016-03-11,0,39.99,0
7387,"1,000 Heads Among the Trees",2015-12-11,0,6.99,0
7388,FL337,2015-11-17,0,9.99,0
7389,Welcome to Boon Hill,2015-10-31,0,4.99,0
7390,Professor Teaches OneNote 2016,2016-03-21,0,14.99,0
7391,Professor Teaches Outlook 2016,2015-10-12,0,14.99,0
7392,Crush Your Enemies,2016-07-13,0,9.99,1
7393,Eventide: Slavic Fable,2016-01-28,0,9.99,0
7394,Monsterland,2015-12-14,0,0.99,0
7395,Epic Showdown,2015-10-27,0,4.99,0
7396,Dub Dash,2016-02-16,0,4.99,0
7397,The Uncertain,2016-09-22,0,0,0
7398,Survival Is Not Enough,2015-10-02,0,3.99,0
7399,AltspaceVR,2016-03-31,0,0,0
7400,Gulf of Aden - Task Force Somalia,2015-12-14,0,9.99,0
7401,Soccer Manager 2016,2015-10-07,0,0,0
7402,Trap Them - Sniper Edition,2015-10-09,0,3.99,0
7403,Club Manager 2016,2015-11-19,0,24.99,0
7404,Legend of Mysteria,2015-10-09,0,2.99,0
7405,Pro Evolution Soccer 2016 myClub,2016-02-03,0,0,0
7406,There Was a Caveman,2015-10-08,0,6.99,0
7407,My Little Kitties,2016-06-21,0,9.99,0
7408,Sakura Dungeon,2016-06-03,17,19.99,0
7409,Strawberry Vinegar,2016-01-05,0,9.99,1
7410,Strania - The Stella Machina -,2015-11-24,0,14.99,0
7411,Gabe Newell Simulator,2015-12-14,0,3,1
7412,Devilian,2015-12-10,17,0,6
7413,ARK: Survival Of The Fittest,2016-03-15,0,0,0
7414,Raiden Legacy,2015-12-10,0,9.99,0
7415,Indie Game Battle,2015-10-29,0,9.99,0
7416,Last Days of Spring Visual Novel,2015-10-07,0,2.99,1
7417,R.B.I. Baseball 16,2016-03-29,0,19.99,0
7418,Lonath Online,2015-10-16,0,6.99,0
7419,The Grand Canyon VR Experience,2015-10-09,0,4.99,0
7420,Poker Pretty Girls Battle: Texas Hold'em,2015-10-21,0,9.99,0
7421,Dungeons Of Kragmor,2016-04-29,0,0.99,1
7422,Operation: Global Shield,2016-09-02,0,0.99,0
7423,Paranormal Psychosis,2016-06-22,0,0.99,1
7424,Lethe - Episode One,2016-08-01,0,16.99,0
7425,Hard Reset Redux,2016-06-03,0,19.99,0
7426,Space Overlords,2016-03-03,0,7.99,0
7427,ORION,2015-12-01,0,0.99,2
7428,Mad Nords: Probably an Epic Quest,2016-08-23,0,9.99,0
7429,Princess Remedy in a World of Hurt,2016-01-01,0,0,0
7430,Hyper Bounce Blast,2016-05-27,0,4.99,0
7431,Sakura Beach 2,2015-11-06,17,9.99,0
7432,Cinderella Escape! R12,2015-11-16,18,4.99,1
7433,Planet R-12,2016-05-05,0,4.99,0
7434,Cibele,2015-11-02,18,8.99,1
7435,Networm,2015-10-27,0,1.99,0
7436,Slime Jumper,2016-04-07,0,4.99,0
7437,Message Quest,2015-10-22,0,2.99,1
7438,Swords and Sorcery - Underworld - DEFINITIVE EDITION,2015-12-15,0,14.99,0
7439,Dream Factory,2015-11-02,0,14.99,0
7440,CODE OF PRINCESS,2016-04-14,0,14.99,0
7441,ChromaGun,2016-02-16,0,12.99,0
7442,Pro Gamer Manager,2016-04-28,0,12.99,0
7443,Starsphere,2015-10-26,0,0.99,0
7444,Pro Cycling Manager 2016,2016-06-16,0,39.99,0
7445,Highschool Possession,2015-12-09,15,6.99,0
7446,Dead Stop,2016-02-29,0,7.99,0
7447,Heal Them All,2016-03-08,0,7.99,0
7448,Unfortunate Spacemen,2016-05-06,0,14.99,0
7449,Krai Mira,2016-07-11,0,9.99,0
7450,ePic Character Generator,2015-11-05,0,0,27
7451,Zombasite,2016-08-23,0,19.99,0
7452,Timber and Stone,2015-10-20,0,12.99,0
7453,Mystery Chronicle: One Way Heroics,2016-09-12,0,9.99,0
7454,Herolike,2016-02-19,0,7.99,0
7455,Fist Slash: Of Ultimate Fury,2015-12-10,0,3.99,0
7456,The Big Secret of a Small Town,2015-10-22,0,6.99,0
7457,The Purring Quest,2015-11-12,0,9.99,1
7458,Demigods,2015-10-15,0,3.99,0
7459,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",2015-12-04,0,0,0
7460,Contract,2016-01-05,0,2.99,0
7461,Blue Sheep,2016-03-31,0,6.99,0
7462,Herding Dog,2016-01-15,0,2.99,0
7463,The Rollingball's Melody,2015-10-19,0,3.99,0
7464,Perraw - FPS Clone War,2016-01-29,0,0.99,1
7465,Faron's Fate,2015-10-15,0,3.99,1
7466,Monster RPG 2,2015-10-12,0,1.99,1
7467,Among the Heavens,2015-11-06,0,2.99,0
7468,Marble Mountain,2016-04-04,0,9.99,0
7469,Clumsy Moose Season,2016-03-02,0,3.99,0
7470,Knight Adventure,2015-10-15,0,2.99,0
7471,SnakEscape,2016-02-12,0,4.99,0
7472,The Fall of the Dungeon Guardians,2015-11-06,0,19.99,1
7473,Blackfaun,2015-12-03,0,14.99,0
7474,Rogue Harvest,2015-11-05,0,4.99,0
7475,Genesis Online,2015-11-10,0,0,0
7476,8DAYS,2016-07-22,0,12.99,1
7477,Run Rabbit Run,2016-03-31,0,3.99,1
7478,No1Left,2016-02-19,0,8.99,0
7479,Kingdoms,2015-10-23,0,9.99,0
7480,Contract With The Devil,2015-12-11,0,5.99,0
7481,One Final Chaos,2015-10-21,0,4.99,0
7482,Rumble,2015-10-14,0,4.99,0
7483,Angry Video Game Nerd II: ASSimilation,2016-03-29,17,14.99,1
7484,Pink Hour,2015-10-28,0,0,0
7485,Pink Heaven,2015-11-03,0,0,0
7486,Death by Game Show,2016-01-22,0,9.99,1
7487,Phantom Brave PC,2016-07-25,0,19.99,0
7488,Stranger of Sword City,2016-06-06,0,39.99,0
7489,The Storm Guard: Darkness is Coming,2016-08-25,0,19.99,0
7490,Brilliant Shadows - Part One of the Book of Gray Magic,2015-11-02,0,6.99,0
7491,Hope in Hell,2015-11-04,0,2.99,0
7492,The Forgotten Forest,2015-11-11,0,1.99,0
7493,12 is Better Than 6,2015-11-20,0,9.99,2
7494,AGON - The Mysterious Codex (Trilogy),2015-11-18,0,9.99,0
7495,AGON - The Lost Sword of Toledo,2015-11-19,0,9.99,0
7496,Swapperoo,2015-12-18,0,4.99,0
7497,Ampersand,2015-10-19,0,0.99,0
7498,Acorn Assault: Rodent Revolution,2016-03-02,0,4.99,0
7499,EARTH DEFENSE FORCE 4.1  The Shadow of New Despair,2016-07-18,17,49.99,18
7500,Liftoff,2015-11-09,0,19.99,0
7501,Huenison,2016-02-26,0,4.99,1
7502,HEX: Shards of Fate,2016-04-19,0,0,3
7503,Morphine,2015-10-28,0,2.99,0
7504,Vertigo Void,2015-10-30,0,1.99,0
7505,Expander,2015-12-01,0,2.99,0
7506,Elements: Epic Heroes,2015-12-21,0,6.99,0
7507,Starlord,2015-11-13,0,6.99,0
7508,Tank: The M1A1 Abrams Battle Tank Simulation,2015-11-13,0,6.99,0
7509,Gunjack,2016-04-05,0,9.99,0
7510,Fiends of Imprisonment,2015-10-20,0,1.99,0
7511,Suits: A Business RPG,2016-01-05,0,0.99,0
7512,System Shock: Enhanced Edition,2015-10-22,0,9.99,0
7513,Roads of Rome,2015-10-16,0,3.99,0
7514,Starward Rogue,2016-01-22,0,11.99,0
7515,Dragon Quest Heroes,2015-12-03,13,59.99,0
7516,Higurashi When They Cry - Ch.2 Watanagashi,2015-11-13,0,7.99,0
7517,Deathless: The City's Thirst,2015-10-23,0,3.99,0
7518,Master of Orion 1,2016-02-25,0,5.99,0
7519,Master of Orion 2,2016-02-25,0,5.99,0
7520,Master of Orion 3,2016-08-25,0,9.99,0
7521,Sorcery! Parts 1 & 2,2016-02-02,0,9.99,0
7522,Roads of Rome 2,2015-10-16,0,3.99,0
7523,Mass Vector,2015-11-24,0,5.99,0
7524,SHOWTIME 2073,2016-02-12,0,1.99,0
7525,Galaxy Admirals,2015-11-06,0,1.99,0
7526,Leviathan: The Cargo,2016-07-10,0,10.99,1
7527,Dota 2 Player Profiles: EG - Suma1L,2016-06-28,0,0,0
7528,Dota 2 Player Profiles: Na'Vi - XBOCT,2016-06-28,0,0,0
7529,Dota 2 Player Profiles: Invictus Gaming - Ferrari,2016-06-28,0,0,0
7530,Dota 2 Player Profiles: MVPHot6 - HEEN,2016-06-28,0,0,0
7531,Dota 2 Player Profiles: EHome - ROTKE,2016-06-28,0,0,0
7532,Dota 2 Player Profiles: Cloud9 - NoTail,2016-06-28,0,0,0
7533,Dota 2 Player Profiles: Complexity - zfreek,2016-06-28,0,0,0
7534,Dota 2 Player Profiles: Empire - Alohadance,2016-06-28,0,0,0
7535,Dota 2 Player Profiles: Fnatic - Kecik-Imba,2016-06-28,0,0,0
7536,Dota 2 Player Profiles: LGD - Xiao8,2016-06-28,0,0,0
7537,Dota 2 Player Profiles: Newbee - Mu,2016-06-28,0,0,0
7538,Dota 2 Player Profiles: TeamSecret - S4,2016-06-28,0,0,0
7539,Dota 2 Player Profiles: Vici - fy,2016-06-28,0,0,0
7540,Dota 2 Player Profiles: Virtus.Pro - FNG,2016-06-28,0,0,0
7541,"Codename: Panzers, Phase One",2016-02-18,0,14.99,1
7542,"Codename: Panzers, Phase Two",2016-02-18,0,14.99,1
7543,Men of Valor,2016-02-09,0,9.99,0
7544,Quicken WillMaker Plus 2016,2016-01-21,0,59.99,0
7545,Quicken Legal Business Pro,2016-01-26,0,59.99,0
